,week,staff_id,staff_name,role,service,present,month,available_beds,patients_request,patients_admitted,patients_refused,patient_satisfaction,staff_morale,event,avg_patient_satisfaction,avg_patient_age,total_patients
2654,3,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2655,4,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2656,5,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2657,6,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2658,7,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2659,8,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2660,9,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2661,10,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2662,11,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2663,12,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2664,13,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2665,14,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
2666,15,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2667,16,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2668,17,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2669,18,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2670,19,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2671,20,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2672,21,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2673,22,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2674,23,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2675,24,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2676,25,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2677,26,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2678,27,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2679,28,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2680,29,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2681,30,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2682,31,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2683,32,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2684,33,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2685,34,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2686,35,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2687,36,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
2688,37,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
2689,38,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
2690,39,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
2691,40,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
2692,41,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
2693,42,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
2694,43,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
2695,44,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
2696,45,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
2697,46,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
2698,47,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
2699,48,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
2700,49,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
2701,50,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
2702,51,STF-dfe95bc8,Danny Morgan,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
2703,52,STF-dfe95bc8,Danny Morgan,nurse,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
2704,1,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
2705,2,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
2706,3,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2707,4,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2708,5,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2709,6,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2710,7,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2711,8,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2712,9,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2713,10,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2714,11,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2715,12,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2716,13,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2717,14,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
2718,15,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2719,16,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2720,17,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2721,18,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2722,19,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2723,20,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2724,21,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2725,22,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2726,23,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2727,24,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2728,25,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2729,26,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2730,27,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2731,28,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2732,29,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2733,30,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2734,31,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2735,32,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2736,33,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2737,34,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2738,35,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2739,36,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
2740,37,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
2741,38,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
2742,39,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
2743,40,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
2744,41,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
2745,42,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
2746,43,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
2747,44,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
2748,45,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
2749,46,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
2750,47,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
2751,48,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
2752,49,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
2753,50,STF-f37c5b51,Crystal Robinson,nurse,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
2754,51,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
2755,52,STF-f37c5b51,Crystal Robinson,nurse,surgery,0,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
2756,1,STF-bfc199cf,Mark Perez,nurse,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
2757,2,STF-bfc199cf,Mark Perez,nurse,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
2758,3,STF-bfc199cf,Mark Perez,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2759,4,STF-bfc199cf,Mark Perez,nurse,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2760,5,STF-bfc199cf,Mark Perez,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2761,6,STF-bfc199cf,Mark Perez,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2762,7,STF-bfc199cf,Mark Perez,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2763,8,STF-bfc199cf,Mark Perez,nurse,surgery,1,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2764,9,STF-bfc199cf,Mark Perez,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2765,10,STF-bfc199cf,Mark Perez,nurse,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2766,11,STF-bfc199cf,Mark Perez,nurse,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2767,12,STF-bfc199cf,Mark Perez,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2768,13,STF-bfc199cf,Mark Perez,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2769,14,STF-bfc199cf,Mark Perez,nurse,surgery,0,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
2770,15,STF-bfc199cf,Mark Perez,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2771,16,STF-bfc199cf,Mark Perez,nurse,surgery,1,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2772,17,STF-bfc199cf,Mark Perez,nurse,surgery,1,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2773,18,STF-bfc199cf,Mark Perez,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2774,19,STF-bfc199cf,Mark Perez,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2775,20,STF-bfc199cf,Mark Perez,nurse,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2776,21,STF-bfc199cf,Mark Perez,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2777,22,STF-bfc199cf,Mark Perez,nurse,surgery,0,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2778,23,STF-bfc199cf,Mark Perez,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2779,24,STF-bfc199cf,Mark Perez,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2780,25,STF-bfc199cf,Mark Perez,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2781,26,STF-bfc199cf,Mark Perez,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2782,27,STF-bfc199cf,Mark Perez,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2783,28,STF-bfc199cf,Mark Perez,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2784,29,STF-bfc199cf,Mark Perez,nurse,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2785,30,STF-bfc199cf,Mark Perez,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2786,31,STF-bfc199cf,Mark Perez,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2787,32,STF-bfc199cf,Mark Perez,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2788,33,STF-bfc199cf,Mark Perez,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2789,34,STF-bfc199cf,Mark Perez,nurse,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2790,35,STF-bfc199cf,Mark Perez,nurse,surgery,1,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2791,36,STF-bfc199cf,Mark Perez,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
2792,37,STF-bfc199cf,Mark Perez,nurse,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
2793,38,STF-bfc199cf,Mark Perez,nurse,surgery,0,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
2794,39,STF-bfc199cf,Mark Perez,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
2795,40,STF-bfc199cf,Mark Perez,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
2796,41,STF-bfc199cf,Mark Perez,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
2797,42,STF-bfc199cf,Mark Perez,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
2798,43,STF-bfc199cf,Mark Perez,nurse,surgery,1,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
2799,44,STF-bfc199cf,Mark Perez,nurse,surgery,0,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
2800,45,STF-bfc199cf,Mark Perez,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
2801,46,STF-bfc199cf,Mark Perez,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
2802,47,STF-bfc199cf,Mark Perez,nurse,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
2803,48,STF-bfc199cf,Mark Perez,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
2804,49,STF-bfc199cf,Mark Perez,nurse,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
2805,50,STF-bfc199cf,Mark Perez,nurse,surgery,1,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
2806,51,STF-bfc199cf,Mark Perez,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
2807,52,STF-bfc199cf,Mark Perez,nurse,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
2808,1,STF-611ad324,Shannon Jones,nurse,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
2809,2,STF-611ad324,Shannon Jones,nurse,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
2810,3,STF-611ad324,Shannon Jones,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2811,4,STF-611ad324,Shannon Jones,nurse,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2812,5,STF-611ad324,Shannon Jones,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2813,6,STF-611ad324,Shannon Jones,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2814,7,STF-611ad324,Shannon Jones,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2815,8,STF-611ad324,Shannon Jones,nurse,surgery,1,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2816,9,STF-611ad324,Shannon Jones,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2817,10,STF-611ad324,Shannon Jones,nurse,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2818,11,STF-611ad324,Shannon Jones,nurse,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2819,12,STF-611ad324,Shannon Jones,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2820,13,STF-611ad324,Shannon Jones,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2821,14,STF-611ad324,Shannon Jones,nurse,surgery,1,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
2822,15,STF-611ad324,Shannon Jones,nurse,surgery,0,4,31,124,31,93,65,76,flu,80.31496063,45.59448819,254
2823,16,STF-611ad324,Shannon Jones,nurse,surgery,1,4,37,28,28,0,82,31,strike,80.31496063,45.59448819,254
2824,17,STF-611ad324,Shannon Jones,nurse,surgery,0,5,40,23,23,0,95,94,none,80.31496063,45.59448819,254
2825,18,STF-611ad324,Shannon Jones,nurse,surgery,0,5,43,36,36,0,81,98,none,80.31496063,45.59448819,254
2826,19,STF-611ad324,Shannon Jones,nurse,surgery,1,5,42,44,42,2,78,66,none,80.31496063,45.59448819,254
2827,20,STF-611ad324,Shannon Jones,nurse,surgery,1,5,31,39,31,8,99,94,none,80.31496063,45.59448819,254
2828,21,STF-611ad324,Shannon Jones,nurse,surgery,0,6,30,44,30,14,64,67,donation,80.31496063,45.59448819,254
2829,22,STF-611ad324,Shannon Jones,nurse,surgery,1,6,18,21,18,3,63,65,none,80.31496063,45.59448819,254
2830,23,STF-611ad324,Shannon Jones,nurse,surgery,1,6,26,43,26,17,72,61,none,80.31496063,45.59448819,254
2831,24,STF-611ad324,Shannon Jones,nurse,surgery,0,6,39,21,21,0,95,39,strike,80.31496063,45.59448819,254
2832,25,STF-611ad324,Shannon Jones,nurse,surgery,1,7,22,39,22,17,76,98,none,80.31496063,45.59448819,254
2833,26,STF-611ad324,Shannon Jones,nurse,surgery,1,7,31,30,30,0,75,54,none,80.31496063,45.59448819,254
2834,27,STF-611ad324,Shannon Jones,nurse,surgery,0,7,29,24,24,0,68,59,none,80.31496063,45.59448819,254
2835,28,STF-611ad324,Shannon Jones,nurse,surgery,1,7,31,28,28,0,66,74,none,80.31496063,45.59448819,254
2836,29,STF-611ad324,Shannon Jones,nurse,surgery,1,8,36,31,31,0,87,57,none,80.31496063,45.59448819,254
2837,30,STF-611ad324,Shannon Jones,nurse,surgery,0,8,32,15,15,0,70,66,strike,80.31496063,45.59448819,254
2838,31,STF-611ad324,Shannon Jones,nurse,surgery,1,8,20,24,20,4,83,86,donation,80.31496063,45.59448819,254
2839,32,STF-611ad324,Shannon Jones,nurse,surgery,1,8,31,25,25,0,87,97,none,80.31496063,45.59448819,254
2840,33,STF-611ad324,Shannon Jones,nurse,surgery,0,9,36,30,30,0,80,75,none,80.31496063,45.59448819,254
2841,34,STF-611ad324,Shannon Jones,nurse,surgery,1,9,22,42,22,20,96,86,none,80.31496063,45.59448819,254
2842,35,STF-611ad324,Shannon Jones,nurse,surgery,1,9,26,45,26,19,93,52,none,80.31496063,45.59448819,254
2843,36,STF-611ad324,Shannon Jones,nurse,surgery,0,9,47,53,47,6,97,99,none,80.31496063,45.59448819,254
2844,37,STF-611ad324,Shannon Jones,nurse,surgery,1,10,31,39,31,8,69,66,none,80.31496063,45.59448819,254
2845,38,STF-611ad324,Shannon Jones,nurse,surgery,1,10,47,48,47,1,62,81,none,80.31496063,45.59448819,254
2846,39,STF-611ad324,Shannon Jones,nurse,surgery,0,10,36,49,36,13,86,58,none,80.31496063,45.59448819,254
2847,40,STF-611ad324,Shannon Jones,nurse,surgery,1,10,46,36,36,0,83,51,none,80.31496063,45.59448819,254
2848,41,STF-611ad324,Shannon Jones,nurse,surgery,1,11,31,49,31,18,85,93,none,80.31496063,45.59448819,254
2849,42,STF-611ad324,Shannon Jones,nurse,surgery,0,11,45,67,45,22,65,75,none,80.31496063,45.59448819,254
2850,43,STF-611ad324,Shannon Jones,nurse,surgery,1,11,50,33,33,0,62,89,donation,80.31496063,45.59448819,254
2851,44,STF-611ad324,Shannon Jones,nurse,surgery,0,11,45,28,28,0,65,75,none,80.31496063,45.59448819,254
2852,45,STF-611ad324,Shannon Jones,nurse,surgery,0,12,32,37,32,5,64,72,none,80.31496063,45.59448819,254
2853,46,STF-611ad324,Shannon Jones,nurse,surgery,1,12,52,39,39,0,68,83,none,80.31496063,45.59448819,254
2854,47,STF-611ad324,Shannon Jones,nurse,surgery,1,12,57,48,48,0,99,57,none,80.31496063,45.59448819,254
2855,48,STF-611ad324,Shannon Jones,nurse,surgery,0,12,49,32,32,0,65,52,none,80.31496063,45.59448819,254
2856,49,STF-611ad324,Shannon Jones,nurse,surgery,1,12,26,29,26,3,81,51,none,80.31496063,45.59448819,254
2857,50,STF-611ad324,Shannon Jones,nurse,surgery,0,12,59,65,59,6,95,85,none,80.31496063,45.59448819,254
2858,51,STF-611ad324,Shannon Jones,nurse,surgery,0,12,63,48,48,0,84,82,none,80.31496063,45.59448819,254
2859,52,STF-611ad324,Shannon Jones,nurse,surgery,1,12,53,39,39,0,82,50,none,80.31496063,45.59448819,254
2860,1,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,1,45,130,45,85,83,78,flu,80.31496063,45.59448819,254
2861,2,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,1,40,26,26,0,96,56,none,80.31496063,45.59448819,254
2862,3,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,1,27,66,27,39,63,72,flu,80.31496063,45.59448819,254
2863,4,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,1,56,57,56,1,74,94,none,80.31496063,45.59448819,254
2864,5,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,2,26,70,26,44,81,83,donation,80.31496063,45.59448819,254
2865,6,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,2,27,58,27,31,96,81,donation,80.31496063,45.59448819,254
2866,7,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,2,37,46,37,9,89,60,none,80.31496063,45.59448819,254
2867,8,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,2,51,20,20,0,91,61,strike,80.31496063,45.59448819,254
2868,9,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,3,22,41,22,19,61,93,none,80.31496063,45.59448819,254
2869,10,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,3,38,57,38,19,68,55,none,80.31496063,45.59448819,254
2870,11,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,3,48,48,48,0,82,80,none,80.31496063,45.59448819,254
2871,12,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,3,38,24,24,0,79,73,none,80.31496063,45.59448819,254
2872,13,STF-2a9c9bdb,Michael Lewis,nurse,surgery,1,4,41,54,41,13,75,90,none,80.31496063,45.59448819,254
2873,14,STF-2a9c9bdb,Michael Lewis,nurse,surgery,0,4,33,49,33,16,97,87,none,80.31496063,45.59448819,254
